Clemson,ACC,8.180800000000001
Florida State,ACC,5.469799999999999
Louisville,ACC,3.567999999999999
North Carolina State,ACC,3.3950000000000005
Syracuse,ACC,-0.7477999999999999
Wake Forest,ACC,-0.7650000000000001
Boston College,ACC,1.1265999999999998
North Carolina,ACC,5.7276
Pitt,ACC,2.4262
Miami (FL),ACC,1.9374000000000005
Duke,ACC,3.285
Virginia Tech,ACC,2.6087999999999996
Virginia,ACC,-0.3000000000000001
Georgia Tech,ACC,1.2937999999999998
Temple,AMERICAN,3.8584
South Florida,AMERICAN,3.9574000000000007
Cincinnati,AMERICAN,3.0391999999999997
Connecticut,AMERICAN,0.4903999999999999
East Carolina,AMERICAN,1.3905999999999998
UCF,AMERICAN,-5.67
Houston,AMERICAN,6.9392
Navy,AMERICAN,5.2552
Memphis,AMERICAN,4.7254000000000005
Tulsa,AMERICAN,0.5790000000000011
Tulane,AMERICAN,-2.8217999999999996
SMU,AMERICAN,-3.5102
Oklahoma,BIG-12,7.8389999999999995
Texas Christian,BIG-12,6.698200000000001
Oklahoma State,BIG-12,4.312600000000001
Baylor,BIG-12,7.669400000000001
West Virginia,BIG-12,4.2974000000000006
Texas Tech,BIG-12,2.3104
Texas,BIG-12,0.0095999999999999
Kansas State,BIG-12,-0.02660000000000005
Iowa State,BIG-12,-0.8950000000000006
Kansas,BIG-12,-6.92
Michigan State,BIG-TEN,4.744800000000001
Ohio State,BIG-TEN,7.354400000000001
Michigan,BIG-TEN,5.9750000000000005
Penn State,BIG-TEN,2.1628
Indiana,BIG-TEN,1.2553999999999998
Rutgers,BIG-TEN,-1.0801999999999994
Maryland,BIG-TEN,-1.3171999999999997
Iowa,BIG-TEN,5.1512
Northwestern,BIG-TEN,2.7608
Wisconsin,BIG-TEN,5.5316
Nebraska,BIG-TEN,2.6471999999999993
Illinois,BIG-TEN,1.3037999999999998
Minnesota,BIG-TEN,1.1092000000000004
Purdue,BIG-TEN,-2.1515999999999997
Western Kentucky,CUSA,6.541400000000001
Marshall,CUSA,4.491
Middle Tennessee State,CUSA,3.0385999999999997
Florida International,CUSA,-0.23199999999999998
Old Dominion,CUSA,-1.4149999999999994
Florida Atlantic,CUSA,-0.6588
Charlotte,CUSA,-3.3569999999999993
Southern Mississippi,CUSA,5.22
Louisiana Tech,CUSA,4.446
Rice,CUSA,-0.9755999999999996
UTEP,CUSA,-1.7587999999999997
UTSA,CUSA,-1.8809999999999991
North Texas,CUSA,-5.616
Notre Dame,INDEPENDENT,4.95
Brigham Young,INDEPENDENT,4.3356
Army,INDEPENDENT,-0.9379999999999998
Bowling Green State,MAC,5.4654
Akron,MAC,2.2808
Ohio,MAC,2.3000000000000003
Buffalo,MAC,0.5869999999999997
Kent State,MAC,-2.1712000000000002
Massachusetts,MAC,-1.2361999999999997
Miami (OH),MAC,-2.281
Toledo,MAC,5.183
Western Michigan,MAC,3.575
Central Michigan,MAC,2.6556
Northern Illinois,MAC,1.9678000000000002
Ball State,MAC,-2.7593999999999994
Eastern Michigan,MAC,-3.7386000000000004
Air Force,MWC,3.7897999999999996
Boise State,MWC,6.6160000000000005
Colorado State,MWC,2.0424
New Mexico,MWC,1.143
Utah State,MWC,1.9248
Wyoming,MWC,-2.57
San Diego State,MWC,5.522
Nevada,MWC,1.0641999999999998
San Jose State,MWC,1.7200000000000002
Fresno State,MWC,-3.0794
Nevada-Las Vegas,MWC,-0.6638000000000002
Hawaii,MWC,-3.4804
Stanford,PAC-12,6.175599999999999
Oregon,PAC-12,3.6919999999999997
Washington State,PAC-12,3.3894000000000006
California,PAC-12,3.7668
Washington,PAC-12,4.0278
Oregon State,PAC-12,-3.7379999999999995
Utah,PAC-12,3.7498
USC,PAC-12,3.7304
UCLA,PAC-12,3.6512000000000002
Arizona State,PAC-12,1.7958000000000003
Arizona,PAC-12,2.1248000000000005
Colorado,PAC-12,0.25140000000000023
Florida,SEC,3.5483999999999996
Georgia,SEC,4.5712
Tennessee,SEC,5.150800000000001
Kentucky,SEC,0.4888000000000002
Vanderbilt,SEC,-0.1932000000000001
Missouri,SEC,0.46080000000000015
South Carolina,SEC,-0.7328000000000001
Alabama,SEC,8.273399999999999
Ole Miss,SEC,6.603399999999999
LSU,SEC,4.5295999999999985
Arkansas,SEC,4.0922
Mississippi State,SEC,4.4956000000000005
Texas A&M,SEC,3.2790000000000004
Auburn,SEC,1.8144000000000005
Appalachian State,SUN-BELT,6.3626000000000005
Georgia Southern,SUN-BELT,4.66
Arkansas State,SUN-BELT,3.5072
Georgia State,SUN-BELT,1.2255999999999998
South Alabama,SUN-BELT,-1.4479999999999995
Idaho,SUN-BELT,-1.5988
Louisiana,SUN-BELT,-0.4880000000000002
Troy,SUN-BELT,0.41879999999999973
New Mexico State,SUN-BELT,-2.7261999999999995
Texas State,SUN-BELT,-2.3326000000000002
Louisiana-Monroe,SUN-BELT,-3.1146
