Clemson,ACC,7.6659999999999995
North Carolina State,ACC,4.067200000000001
Louisville,ACC,5.169800000000001
Wake Forest,ACC,3.1187999999999994
Boston College,ACC,2.1755999999999993
Florida State,ACC,2.846
Syracuse,ACC,0.30179999999999924
Miami (FL),ACC,4.245800000000001
Virginia Tech,ACC,5.1842
Georgia Tech,ACC,1.8888000000000005
Duke,ACC,3.1790000000000003
Pitt,ACC,0.5181999999999995
Virginia,ACC,0.2714000000000004
North Carolina,ACC,-0.7954000000000001
UCF,AMERICAN,7.344400000000001
South Florida,AMERICAN,5.925199999999999
Temple,AMERICAN,1.3468000000000004
Cincinnati,AMERICAN,-1.6072000000000002
Connecticut,AMERICAN,-2.6321999999999997
East Carolina,AMERICAN,-3.6156
Memphis,AMERICAN,4.7922
Houston,AMERICAN,2.2256
Navy,AMERICAN,2.6822
SMU,AMERICAN,1.6259999999999992
Tulane,AMERICAN,0.38140000000000013
Tulsa,AMERICAN,-1.8698
Oklahoma,BIG-12,7.732599999999999
Texas Christian,BIG-12,5.9396
Oklahoma State,BIG-12,6.553200000000001
Iowa State,BIG-12,3.4912
Kansas State,BIG-12,2.566
Texas,BIG-12,3.4577999999999998
West Virginia,BIG-12,2.3526
Texas Tech,BIG-12,2.1589999999999994
Baylor,BIG-12,-2.0583999999999993
Kansas,BIG-12,-4.972799999999999
Ohio State,BIG-TEN,8.549800000000001
Penn State,BIG-TEN,7.873599999999999
Michigan State,BIG-TEN,4.1504
Michigan,BIG-TEN,3.7603999999999997
Rutgers,BIG-TEN,-1.9028
Indiana,BIG-TEN,1.9860000000000004
Maryland,BIG-TEN,-1.8456
Wisconsin,BIG-TEN,7.840599999999999
Northwestern,BIG-TEN,4.4492
Iowa,BIG-TEN,3.0312
Purdue,BIG-TEN,2.8078000000000003
Nebraska,BIG-TEN,-1.1341999999999997
Minnesota,BIG-TEN,0.7234000000000002
Illinois,BIG-TEN,-3.3786
Florida Atlantic,CUSA,6.0398
Florida International,CUSA,0.9000000000000001
Marshall,CUSA,2.963
Middle Tennessee State,CUSA,1.844
Western Kentucky,CUSA,1.131
Old Dominion,CUSA,-1.6348
Charlotte,CUSA,-4.1812
North Texas,CUSA,2.048
Southern Mississippi,CUSA,3.2070000000000003
UAB,CUSA,1.9089999999999998
Louisiana Tech,CUSA,2.3720000000000003
UTSA,CUSA,3.225
Rice,CUSA,-3.7831999999999995
UTEP,CUSA,-5.921399999999999
Massachusetts,INDEPENDENT,0.9210000000000002
Army,INDEPENDENT,3.7872
Notre Dame,INDEPENDENT,5.265000000000001
Brigham Young,INDEPENDENT,-0.8573999999999997
Akron,MAC,-0.7049999999999997
Ohio,MAC,4.665000000000001
Buffalo,MAC,2.075
Miami (OH),MAC,1.1955999999999996
Bowling Green State,MAC,-2.7209999999999996
Kent State,MAC,-4.3328
Toledo,MAC,4.7278
Central Michigan,MAC,1.9910000000000003
Northern Illinois,MAC,3.0957999999999997
Western Michigan,MAC,2.0867999999999998
Eastern Michigan,MAC,1.7010000000000003
Ball State,MAC,-3.9520000000000004
Boise State,MWC,4.566800000000001
Wyoming,MWC,2.116
Colorado State,MWC,2.913
Air Force,MWC,1.0222000000000002
Utah State,MWC,1.6998000000000002
New Mexico,MWC,-1.5610000000000002
Fresno State,MWC,4.1958
San Diego State,MWC,4.6136
Nevada-Las Vegas,MWC,0.24820000000000006
Nevada,MWC,-1.0308
Hawaii,MWC,-1.6369999999999998
San Jose State,MWC,-5.4422
Washington,PAC-12,6.660400000000001
Stanford,PAC-12,3.7966000000000006
Washington State,PAC-12,4.0008
Oregon,PAC-12,3.5022
California,PAC-12,0.7822000000000006
Oregon State,PAC-12,-4.5758
USC,PAC-12,4.786200000000001
Arizona State,PAC-12,1.4884000000000006
Arizona,PAC-12,2.9455999999999998
UCLA,PAC-12,0.6151999999999999
Utah,PAC-12,3.3620000000000005
Colorado,PAC-12,0.5594000000000001
Georgia,SEC,7.670800000000001
South Carolina,SEC,2.5364000000000004
Kentucky,SEC,0.5024000000000001
Missouri,SEC,3.3552000000000004
Florida,SEC,0.10260000000000015
Vanderbilt,SEC,-0.2851999999999999
Tennessee,SEC,-1.7196
Alabama,SEC,9.0458
Auburn,SEC,6.1864
LSU,SEC,4.5396
Mississippi State,SEC,4.9454
Texas A&M,SEC,1.9648000000000005
Ole Miss,SEC,1.1683999999999994
Arkansas,SEC,-0.8682000000000003
Appalachian State,SUN-BELT,4.825399999999999
Coastal Carolina,SUN-BELT,-1.6780000000000002
Georgia Southern,SUN-BELT,-2.1114
Troy,SUN-BELT,5.0478000000000005
Arkansas State,SUN-BELT,4.349
Georgia State,SUN-BELT,0.6864
New Mexico State,SUN-BELT,1.8250000000000004
Louisiana,SUN-BELT,-1.7309999999999999
Louisiana-Monroe,SUN-BELT,-1.0010000000000001
Idaho,SUN-BELT,-0.35200000000000026
South Alabama,SUN-BELT,-1.0329999999999997
Texas State,SUN-BELT,-3.141
